Source,Destination
2414,123
2414,333
2414,470
2415,1940
2421,276
2421,2184
2424,1591
2429,394
2429,1748
2429,1784
2429,1899
2429,2028
2429,2171
2433,1783
2448,1242
2512,2347
2517,1800
2548,2547
2559,1800
2566,2005
2572,2143
2578,2246
2578,2332
2592,23
2599,989
2619,1021
2619,1338
2634,1974
2636,1682
2643,2021
2643,2429
2673,2671
2674,2279
2689,2688
2698,2184
2715,2713
2744,1557
2752,2557
2754,2239
2755,85
2787,1860
2798,720
2798,1403
2810,626
2821,212
2821,900
2841,226
2841,1325
2845,1772
2858,2457
2861,242
2867,394
2867,2378
2877,1435
2878,2335
2908,1676
2910,2028
2926,2843
2986,2985
2994,2195
2998,309
3012,60
3012,219
3015,2867
3018,240
3025,2582
3036,2646
3046,1665
3046,2262
3070,2337
3078,341
3078,860
3086,77
3086,424
3094,2421
3108,2203
3122,2773
3157,1550
3157,1860
3161,1466
3162,1630
3167,1757
3171,1694
3178,2934
3184,2777
3199,48
3199,1816
3199,2553
3200,2058
3216,2283
3237,2870
3238,3071
3247,616
3250,1004
3253,804
3287,30
3287,323
3287,2508
3287,3171
3288,259
3288,2308
3288,3071
3288,3157
3316,2332
3323,1860
3326,2247
3331,1065
3331,3079
3332,1800
3332,2021
3362,1473
3362,1773
3362,2024
3362,3235
3392,2826
3396,3395
3400,3399
3401,720
3417,3358
3440,3121
3444,2841
3458,1573
3463,201
3476,2462
3479,2143
3485,84
3493,2882
3496,2112
3498,1134
3526,748
3526,3490
3528,4
3528,234
3528,235
3528,464
3529,3528
3532,234
3532,405
3532,464
3532,3528
3532,3529
3535,3529
3535,3531
3535,3534
3536,3532
3537,3528
3537,3529
3538,234
3538,405
3538,602
3538,3528
3538,3529
3538,3532
3538,3535
3538,3537
3539,235
3539,3528
3539,3532
3540,3531
3540,3535
3541,394
3545,3529
3545,3531
3545,3538
3547,3528
3547,3532
3547,3539
3557,266
3557,323
3557,438
3557,1773
3560,1473
3560,1709
3560,1784
3560,1800
3560,2028
3560,2076
3560,2184
3560,2195
3563,430
3563,569
3563,928
3568,156
3568,495
3568,1186
3571,1550
3571,1805
3571,3568
3572,2994
3574,148
3574,156
3574,294
3574,452
3575,424
3575,2781
3576,323
3576,483
3576,495
3576,1186
3576,3287
3576,3571
3579,928
3579,1358
3579,3563
3584,1805
3594,3552
3594,3575
3596,3288
3598,2028
3598,2139
3598,2279
3599,3594
3602,2429
3605,1490
3605,3559
3607,1942
3608,1947
3611,153
3611,498
3611,1545
3613,233
3613,3574
3616,253
3616,415
3619,141
3626,1484
3626,2102
3626,2195
3626,3323
3633,1717
3633,1848
3633,1860
3633,2195
3633,3626
3634,260
3638,260
3639,424
3639,483
3640,3560
3641,1784
3643,3639
3644,276
3644,2028
3644,2076
3644,2994
3644,3560
3644,3603
3645,42
3645,2028
3645,2429
3646,323
3646,495
3646,1186
3646,3568
3646,3571
3646,3576
3646,3639
3647,18
3647,3094
3647,3137
3647,3600
3652,2578
3655,261
3656,3560
3656,3644
3656,3645
3660,20
3660,89
3661,125
3661,2612
3662,3575
3662,3660
3662,3661
3665,452
3669,276
3669,1748
3669,2429
3669,3645
3670,276
3670,3323
3671,320
3675,424
3675,3660
3679,2517
3679,2867
3679,3568
3684,3639
3686,156
3687,1748
3687,3391
3689,3557
3689,3571
3690,125
3690,2612
3691,77
3691,141
3691,303
3691,3086
3691,3675
3694,141
3694,303
3694,387
3694,3576
3694,3646
3700,1696
3701,2195
3702,141
3702,203
3702,3646
3703,240
3703,3638
3703,3655
3707,203
3707,1773
3707,3287
3707,3646
3708,1657
3708,1784
3708,2329
3708,3046
3708,3560
3708,3644
3709,303
3709,437
3709,2721
3709,3646
3709,3694
3710,89
3710,125
3710,2612
3710,3660
3710,3661
3710,3690
3712,203
3712,495
3712,1186
3712,3571
3712,3576
3712,3643
3712,3689
3715,276
3715,2076
3715,3611
3715,3646
3715,3681
3715,3691
3715,3707
3715,3709
3720,2279
3725,77
3725,303
3725,323
3725,387
3725,3086
3725,3691
3725,3712
3727,3560
3727,3708
3734,320
3734,1860
3734,2028
3734,2066
3734,2416
3734,3323
3734,3644
3736,77
3736,424
3736,3568
3736,3574
3736,3613
3738,144
3738,1665
3738,1757
3738,3071
3740,113
3740,2210
3740,2676
3740,3641
3741,1665
3741,1760
3741,1797
3741,1967
3741,2105
3741,2195
3741,2378
3741,3046
3741,3157
3741,3560
3741,3644
3741,3708
3741,3715
3741,3727
3742,3426
3742,3576
3742,3591
3743,44
3743,114
3743,2244
3743,3643
3743,3646
3743,3687
3743,3698
3745,156
3745,424
3745,452
3745,3287
3745,3575
3745,3638
3745,3703
3745,3736
3749,3597
3750,3690
3752,1800
3752,2139
3752,3572
3753,1797
3753,2048
3753,3752
3754,2000
3759,3662
3762,3576
3762,3694
3769,424
3769,3287
3773,3071
3774,77
3774,276
3774,1665
3774,1899
3774,2028
3774,2279
3774,2429
3774,2553
3774,3602
3774,3675
3776,77
3776,121
3776,539
3779,3552
3779,3738
3780,2553
3788,3665
3791,323
3791,438
3791,3287
3791,3576
3791,3686
3796,3579
3796,3595
3800,419
3800,3638
3806,227
3806,452
3808,1453
3808,1727
3808,1757
3808,1760
3808,1761
3808,1784
3808,2066
3808,2073
3808,2105
3808,2195
3808,2203
3808,2378
3808,3094
3808,3157
3808,3323
3808,3595
3808,3656
3808,3666
3808,3701
3808,3727
3810,2572
3810,3576
3810,3727
3817,387
3817,424
3817,3694
3817,3702
3817,3707
3817,3709
3817,3712
3818,77
3818,387
3818,424
3818,3574
3818,3619
3818,3691
3818,3715
3818,3725
3818,3776
3821,3723
3822,1757
3824,3694
3825,1761
3825,1800
3825,2195
3825,3611
3825,3626
3825,3708
3826,55
3827,1805
3829,539
3830,3644
3830,3708
3830,3741
3830,3808
3831,3644
3835,141
3835,303
3835,387
3835,424
3835,3619
3835,3643
3835,3646
3835,3691
3835,3694
3835,3702
3835,3818
3836,141
3836,323
3836,3571
3836,3576
3836,3646
3837,3725
3840,153
3840,303
3840,323
3840,483
3840,495
3840,581
3840,1186
3840,1499
3840,3323
3840,3646
3840,3682
3840,3791
3840,3827
3840,3835
3841,3694
3841,3725
3843,141
3843,323
3843,574
3843,1773
3843,1805
3843,2861
3843,3576
3843,3694
3843,3791
3843,3836
3843,3840
3844,30
3844,574
3844,1773
3844,2861
3844,3287
3844,3646
3844,3791
3844,3835
3844,3840
3844,3843
3847,387
3847,3574
3847,3655
3847,3742
3847,3745
3847,3835
3847,3840
3848,3842
3852,2721
3852,3655
3852,3681
3855,3660
3855,3661
3855,3710
3859,452
3859,3806
3861,3860
3864,109
3864,156
3864,240
3864,3745
3864,3800
3866,1784
3866,1800
3866,2105
3866,3644
3866,3734
3866,3830
3869,417
3869,3681
3870,864
3870,1805
3870,2861
3870,3576
3870,3743
3870,3791
3870,3840
3873,3287
3873,3576
3874,3793
3875,2126
3875,3541
3875,3620
3876,864
3876,2721
3876,3551
3876,3576
3876,3643
3876,3646
3876,3670
3876,3691
3876,3762
3876,3835
3876,3840
3880,1676
3880,2999
3880,3633
3880,3670
3880,3825
3881,153
3881,203
3881,261
3881,303
3881,495
3881,1186
3881,2861
3881,3287
3881,3557
3881,3571
3881,3584
3881,3655
3881,3682
3881,3703
3881,3707
3881,3745
3881,3769
3881,3791
3881,3821
3881,3840
3881,3852
3881,3870
3886,3712
3887,141
3887,323
3887,387
3887,1805
3887,2112
3887,2861
3887,3568
3887,3571
3887,3576
3887,3646
3887,3694
3887,3707
3887,3709
3887,3712
3887,3840
3887,3843
3887,3844
3887,3881
3888,3331
3890,276
3890,3572
3890,3585
3892,261
3892,989
3895,490
3895,3018
3895,3287
3895,3864
3898,271
3898,387
3898,434
3898,539
3903,3681
3904,141
3904,261
3904,3568
3904,3576
3904,3619
3904,3681
3904,3707
3904,3835
3904,3881
3905,3670
3908,121
3908,387
3908,424
3908,3574
3908,3691
3908,3704
3908,3707
3908,3725
3908,3818
3908,3847
3908,3852
3908,3892
3912,3703
3912,3800
3915,387
3915,3895
3918,3750
3919,48
3920,3576
3920,3611
3925,387
3925,3552
3925,3779
3928,3687
3930,864
3930,1805
3930,3840
3930,3881
3931,3287
3931,3568
3931,3670
3931,3686
3931,3691
3931,3707
3931,3769
3931,3869
3933,2754
3933,3660
3933,3661
3933,3662
3933,3710
3934,2076
3934,3560
3934,3743
3940,471
3940,2105
3940,3576
3940,3694
3940,3817
3940,3847
3940,3887
3941,424
3942,276
3942,2279
3942,2429
3942,2674
3942,3681
3942,3774
3945,424
3945,989
3945,3591
3945,3847
3945,3861
3945,3881
3949,3686
3949,3707
3949,3709
3956,298
3958,3575
3965,156
3965,387
3965,424
3965,3638
3965,3736
3965,3745
3966,276
3966,1899
3966,2429
3966,3602
3966,3774
3967,141
3967,323
3967,1773
3967,3576
3967,3646
3967,3691
3967,3694
3967,3712
3967,3715
3967,3840
3967,3887
3967,3940
3968,3109
3973,89
3973,125
3973,3660
3973,3661
3973,3662
3973,3690
3973,3710
3973,3958
3975,1748
3975,2032
3975,3620
3975,3830
3978,323
3978,3940
3980,3575
3980,3703
3980,3745
3980,3881
3980,3927
3980,3941
3980,3945
3981,387
3981,3576
3981,3835
3982,3727
3982,3808
3984,3710
3984,3736
3984,3835
3985,1773
3985,3287
3985,3707
3985,3852
3985,3881
3985,3967
3988,323
3988,3287
3988,3702
3988,3707
3988,3742
3988,3791
3988,3843
3988,3985
3989,424
3989,3843
3989,3847
3989,3881
3989,3931
3989,3967
3992,77
3992,387
3992,424
3992,3568
3992,3619
3992,3691
3992,3707
3992,3725
3992,3965
3992,3984
3993,240
3993,424
3993,490
3993,3018
3993,3287
3993,3576
3993,3581
3993,3703
3993,3721
3993,3817
3993,3835
3993,3844
3993,3912
3993,3938
3995,3817
3996,415
3996,499
3996,2286
3996,2414
3996,3966
3997,424
3997,1665
3997,2721
3997,3287
3997,3551
3997,3595
3997,3643
3997,3646
3997,3707
3997,3715
3997,3741
3997,3769
3997,3791
3997,3808
3997,3847
3997,3860
3997,3931
3997,3985
3997,3988
3998,77
3998,3776
3998,3818
4002,3742
4005,141
4005,303
4005,424
4005,864
4005,3619
4005,3639
4005,3643
4005,3646
4005,3725
4005,3733
4005,3818
4005,3841
4005,3847
4005,3908
4005,3967
4008,3611
4008,3646
4008,3655
4008,3691
4008,3702
4008,3817
4008,3835
4008,3847
4008,3881
4009,44
4009,1358
4009,2021
4009,2195
4009,2339
4009,3644
4009,3646
4009,3808
4010,2517
4010,3555
4016,424
4016,3989
4017,1657
4017,1784
4017,1797
4017,2028
4017,2152
4017,2195
4017,2378
4017,2787
4017,3576
4017,3611
4017,3626
4017,3640
4017,3669
4017,3679
4017,3708
4017,3727
4017,3825
4017,3981
4018,387
4018,3800
4018,3842
4019,1576
4019,1702
4019,1717
4019,1797
4019,1848
4019,2152
4020,125
4020,424
4020,3581
4020,3675
4020,3824
4020,3844
4020,3989
4020,3992
4023,3594
4024,3702
4024,3836
4024,3843
4024,3881
4024,3887
4024,3904
4024,3967
4025,16
4025,415
4025,571
4030,3287
4030,3968
4030,3997
4036,1186
4036,1760
4045,3725
4045,3984
4047,1358
4047,3380
4047,3608
4047,3746
4051,2076
4051,3560
4051,3753
4051,3997
4051,4009
4051,4017
4057,3721
4063,2184
4064,323
4064,3644
4064,3646
4064,3691
4064,3847
4064,3940
4065,141
4065,3568
4065,3576
4065,3595
4065,3646
4065,3675
4065,3681
4065,3749
4065,3881
4065,3887
4065,3967
4065,4008
4066,387
4066,3661
4066,3690
4066,3710
4066,3855
4066,3973
4068,386
4068,2032
4068,3774
4071,3712
4071,3745
4071,3985
4071,3993
4071,4005
4072,3662
4072,3690
4073,2195
4073,2460
4073,3633
4073,3700
4073,3880
4076,3639
4076,3988
4077,3620
4077,3662
4077,3710
4077,3973
4078,1163
4079,3552
4079,3599
4079,4035
4080,296
4080,1657
4080,1761
4080,1800
4080,1860
4080,3644
4080,3752
4080,3825
4080,3830
4081,3620
4081,3656
4081,3681
4081,3749
4081,3881
4084,3646
4084,3712
4084,3869
4084,4008
4088,3753
4090,213
4090,276
4090,2429
4090,3774
4098,18
4103,387
4103,424
4104,303
4104,387
4104,424
4104,3619
4104,3646
4104,3655
4104,3725
4104,3835
4104,3840
4104,3887
4104,3904
4104,3989
4104,4005
4106,210
4107,34
4107,84
4107,245
4107,2910
4109,276
4109,2028
4109,3572
4109,3585
4109,3644
4109,3669
4109,3670
4109,3825
4109,3830
4109,3880
4112,2821
4112,3287
4112,3689
4112,3791
4112,3843
4112,3895
4112,3985
4112,3988
4112,3997
4113,3574
4113,3665
4116,3742
4116,3881
4124,2139
4124,2195
4124,3640
4125,4017
4127,3687
4127,3698
4127,3830
4127,3934
4127,4017
4127,4051
4128,2076
4130,1770
4131,2870
4133,3044
4140,4077
4141,3611
4142,3707
4146,303
4146,483
4146,495
4146,498
4146,1545
4146,1657
4146,1848
4146,2028
4146,3551
4146,3559
4146,3595
4146,3611
4146,3633
4146,3643
4146,3670
4146,3694
4146,3701
4146,3703
4146,3712
4146,3715
4146,3733
4146,3745
4146,3754
4146,3830
4146,3847
4146,3870
4146,3913
4146,3920
4146,3967
4146,3997
4147,2105
4147,2994
4147,3595
4147,3679
4147,3715
4147,3741
4147,3816
4147,3890
4147,3982
4147,3997
4148,203
4148,3634
4148,3643
4148,3742
4148,3821
4148,3840
4148,3876
4148,3945
4148,4116
4150,3655
4151,240
4151,490
4151,3018
4151,3703
4151,3895
4151,3993
4153,3426
4153,3576
4153,4071
4154,3579
4154,4025
4160,3721
4160,3779
4160,3973
4166,3568
4166,3576
4166,3840
4167,4153
4168,3613
4170,276
4170,3560
4170,3633
4170,4047
4170,4080
4172,1242
4172,1484
4172,1576
4172,1640
4172,1709
4172,1717
4172,1761
4172,1784
4172,1800
4172,1860
4172,2112
4172,2195
4172,2339
4172,2999
4172,3157
4172,3323
4172,3701
4172,3880
4172,4073
4176,1848
4176,3576
4176,3620
4176,3626
4176,3905
4176,4170
4177,141
4177,323
4177,387
4177,1499
4177,1773
4177,1805
4177,2861
4177,3287
4177,3836
4177,3840
4177,3843
4177,3844
4177,3887
4177,3967
4177,4148
4178,1761
4178,3576
4178,3934
4178,3981
4179,1453
4179,1703
4179,1933
4179,2184
4179,2787
4179,3644
4179,3669
4179,3670
4179,3784
4179,3825
4179,3860
4179,3982
4179,4109
4182,3560
4182,3645
4182,3768
4183,3762
4185,109
4185,3864
4188,184
4188,3674
4189,141
4189,323
4189,3576
4189,3646
4189,3709
4189,3835
4189,3881
4189,3887
4189,3967
4189,4024
4189,4065
4189,4177
4190,142
4190,296
4190,339
4190,420
4190,2552
4191,479
4195,248
4197,4191
4198,49
4198,80
4198,107
4198,194
4198,296
4198,300
4198,485
4198,544
4198,4190
4201,2789
4201,4191
4201,4196
4203,263
4203,420
4203,461
4203,1861
4203,4201
4206,263
4206,296
4206,339
4206,461
4206,4191
4206,4203
4208,2018
4208,2279
4208,3725
4208,4090
4209,194
4210,4191
4212,1861
4212,4194
4212,4206
4217,7
4217,335
4217,342
4217,350
4221,4215
4222,294
4223,2553
4223,3780
4225,4222
4227,745
4227,4222
4228,4215
4228,4221
4229,7
4229,4222
4229,4223
4229,4227
4231,8
4240,4237
4243,4237
4245,3616
4246,4232
4250,4231
4252,4234
4255,4234
4260,4255
4262,4254
4264,4240
4265,4240
4265,4264
4270,4269
4276,4270
4279,2552
4281,4270
4282,4280
4284,1307
4290,11
4297,151
4297,190
4297,281
4297,393
4297,2553
4297,2592
4297,4296
4302,177
4302,189
4318,4313
4319,4313
4320,4313
4320,4318
4320,4319
4321,4306
4324,4320
4331,34
4331,245
4331,330
4331,1567
4331,1665
4331,1899
4331,2028
4331,2279
4331,2429
4331,3449
4331,3598
4331,3774
4331,3942
4331,4081
4331,4090
4334,308
4335,4237
4335,4243
4345,4330
4346,14
4346,123
4346,465
4347,3875
4349,345
4349,595
4349,2414
4349,3996
4349,4208
4350,1665
4350,3046
4350,3741
4350,4327
4350,4331
4351,42
4351,3616
4353,26
4353,108
4353,370
4353,467
4353,477
4353,538
4353,593
4353,4237
4354,108
4354,308
4354,538
4354,4237
4354,4343
4354,4353
4358,593
4361,14
4361,4346
4362,2414
4362,4351
4363,1743
4363,2028
4371,86
4375,126
4375,370
4375,4354
4380,288
4380,1665
4380,2076
4382,288
4385,85
4385,506
4385,2755
4385,4371
4390,1757
4390,2195
4390,2429
4390,3708
4390,3727
4390,3808
4390,3975
4390,3997
4390,4068
4390,4349
4390,4380
4392,1748
4392,2076
4392,2195
4392,3684
4392,3708
4392,3830
4396,394
4396,3753
4399,34
4399,426
4405,1890
4405,3288
4406,430
4406,3579
4409,249
4409,506
4409,2414
4409,3645
4409,4349
4409,4351
4409,4398
4411,930
4413,2195
4413,2994
4413,3740
4413,3741
4413,4363
4417,288
4418,184
4418,3550
4420,4395
4435,735
4441,1800
4441,3560
4441,3605
4441,3866
4441,4047
4441,4080
4441,4176
4441,4178
4445,426
4445,4366
4445,4389
4445,4391
4450,86
4450,504
4450,4354
4451,3826
4453,2028
4453,2048
4453,2076
4453,2429
4453,4363
4454,4380
4458,4331
4461,16
4465,16
4465,79
4467,280
4467,394
4467,586
4467,4399
4469,42
4469,586
4469,2279
4469,3645
4469,3671
4469,4351
4470,16
4470,79
4470,3616
4475,4470
4476,4244
4478,4470
4479,99
4479,4469
4480,34
4480,415
4480,4351
4480,4409
4481,4403
4482,16
4482,4351
4482,4465
4483,16
4483,42
4483,79
4483,367
4483,494
4483,499
4483,4461
4483,4465
4483,4467
4483,4469
4483,4470
4483,4478
4483,4479
4483,4482
4492,3417
4492,4488
4492,4490
4492,4491
4494,3417
4494,4488
4494,4491
4494,4492
4497,623
4497,1420
4497,1486
4499,4492
4499,4494
4503,559
4503,2703
4504,3417
4504,4491
4504,4492
4504,4493
4504,4499
4511,3594
4511,4160
4514,276
4514,2279
4514,3572
4514,3656
4514,4109
4517,394
4517,3046
4517,4068
4517,4147
4524,2557
4524,3647
4525,1639
4525,2152
4527,1557
4527,3581
4527,4161
4528,3960
4528,4127
4528,4527
4537,1757
4537,2421
4537,4390
4539,4098
4545,3015
4546,4527
4556,2994
4556,3647
4556,3687
4556,4524
4556,4527
4556,4546
4558,4527
4558,4528
4559,4297
4560,499
4560,2286
4566,3687
4566,4558
4569,3644
4569,3741
4569,4525
4569,4528
4571,236
4571,3710
4571,4077
4571,4527
4573,1800
4573,4051
4573,4546
4574,63
4574,139
4574,221
4574,435
4574,2303
4574,3237
4574,4057
4574,4058
4575,4573
4580,4574
4586,3237
4586,4574
4597,4058
4597,4098
4600,4527
4600,4573
4602,4525
4602,4527
4602,4558
4603,4584
4604,4593
4605,4088
4606,4524
4606,4556
4618,4613
4618,4615
4619,351
4619,558
4619,4618
4623,3662
4623,3759
4625,4559
4625,4572
4626,4017
4627,4623
4628,4623
4629,2612
4634,4623
4634,4627
4634,4628
4636,4534
4636,4574
4636,4580
4638,4623
4638,4634
4640,280
4640,4483
4641,3671
4641,4574
4648,3645
4652,3552
4653,4628
4659,4636
4660,4637
4664,4623
4664,4628
4664,4634
4674,4627
4676,3615
4676,3662
4678,3615
4678,3759
4678,4072
4678,4623
4678,4674
4680,201
4680,3463
4680,4621
4681,4660
4681,4665
4688,4623
4688,4678
4689,4680
4689,4681
4692,4572
4692,4637
4692,4659
4692,4660
4692,4682
4692,4689
4693,61
4693,276
4693,394
4693,1748
4693,2429
4693,3669
4693,3738
4693,3741
4693,3774
4693,4068
4694,4681
4694,4689
4696,125
4696,3877
4697,4569
4699,4687
4702,525
4702,3380
4702,3773
4706,3615
4706,3855
4706,4678
4710,4571
4712,4635
4717,4627
4717,4674
4719,135
4719,4625
4721,4689
4721,4692
4724,4709
4727,1860
4727,1945
4727,2105
4728,4630
4728,4646
4729,2076
4729,3560
4729,3708
4729,3975
4729,4413
4729,4418
4729,4453
4734,4660
4734,4692
4735,3662
4735,3759
4735,4623
4735,4628
4735,4638
4735,4664
4735,4676
4735,4678
4742,4636
4742,4637
4742,4649
4742,4659
4742,4660
4742,4682
4742,4692
4743,3662
4743,4678
4744,4649
4744,4681
4746,4623
4747,3615
4747,3759
4747,4623
4747,4667
4747,4676
4747,4678
4747,4688
4747,4705
4750,1466
4751,1860
4751,2139
4751,2416
4751,2787
4751,3137
4751,3633
4751,3825
4751,3866
4751,4051
4751,4073
4751,4626
4756,141
4756,323
4756,3709
4756,3712
4756,3836
4756,3869
4756,3876
4756,4146
4756,4177
4756,4189
4757,244
4758,1940
4758,3955
4760,4130
4766,3712
4766,3752
4766,3825
4773,320
4773,4751
4777,2076
4777,2910
4777,3997
4779,3560
4779,4017
4779,4179
4779,4573
4782,4578
4787,1800
4787,1860
4787,3458
4787,4183
4787,4605
4787,4779
4803,1682
4806,2754
4806,3633
4806,3660
4806,3710
4807,4411
4816,2999
4816,4036
4821,1480
4821,1748
4821,2279
4821,2674
4821,3108
4821,3825
4821,4527
4821,4558
4825,3605
4825,4009
4830,3288
4830,4751
4835,1483
4836,1648
4836,4758
4837,4179
4837,4751
4837,4766
4839,1761
4839,1800
4839,1848
4839,2066
4839,3332
4839,3640
4839,3644
4839,3701
4839,3890
4839,3918
4839,4009
4839,4080
4839,4134
4839,4413
4839,4751
4851,1157
4851,1757
4851,1860
4851,2270
4851,2339
4851,3701
4851,3808
4851,4090
4851,4537
4867,3660
4867,3661
4867,3710
4867,3973
4867,3984
4867,4840
4869,3712
4869,4036
4869,4172
4879,4574
4882,4870
4892,2076
4892,3830
4892,4161
4892,4417
4892,4514
4892,4805
4892,4825
4893,98
4893,564
4893,576
4896,3455
4898,1727
4898,1860
4898,2339
4898,2999
4898,3323
4898,3644
4898,3646
4898,4124
4898,4172
4898,4350
4904,323
4904,3712
4904,3938
4904,4183
4907,4836
4911,3645
4911,4068
4925,4098
4928,1800
4928,2028
4928,2329
4928,3738
4928,3740
4928,3830
4928,3866
4928,4758
4932,3865
4933,4792
4936,4427
4946,2882
4987,4935
4992,2429
4992,4693
4996,4962
5001,2969
5001,4996
5003,23
5007,2758
5017,3046
5022,591
5023,3793
5040,23
5043,488
5045,23
5046,23
5047,593
5048,24
5048,84
5048,99
5048,416
5048,499
5048,2286
5048,4469
5048,4479
5048,4483
5048,4636
5050,81
5050,363
5050,476
5050,494
5057,3129
5060,5055
5065,34
5065,99
5065,1185
5065,4349
5065,4467
5065,4480
5065,4693
5067,161
5067,4399
5067,4467
5067,4469
5067,4478
5067,4483
5067,4640
5070,4237
5070,4243
5070,4335
5072,4335
5072,4353
5073,26
5073,106
5073,108
5073,217
5073,467
5073,477
5073,593
5073,4353
5073,4375
5078,108
5078,251
5078,370
5078,538
5078,593
5078,594
5078,4353
5078,4375
5078,5072
5079,4243
5083,26
5083,157
5083,477
5083,538
5083,5073
5086,92
5086,157
